-7.722059846345541 1 
-7.538449061016662 0 
-7.354838275687782 0 
-7.171227490358903 0 
-6.987616705030023 1 
-6.804005919701144 3 
-6.620395134372264 0 
-6.436784349043385 5 
-6.253173563714505 1 
-6.069562778385626 8 
-5.885951993056746 15 
-5.702341207727867 16 
-5.518730422398987 18 
-5.3351196370701075 30 
-5.151508851741228 28 
-4.967898066412348 49 
-4.7842872810834685 61 
-4.600676495754589 87 
-4.41706571042571 92 
-4.23345492509683 134 
-4.04984413976795 170 
-3.8662333544390712 179 
-3.682622569110192 229 
-3.499011783781312 290 
-3.315400998452433 357 
-3.131790213123553 450 
-2.948179427794674 510 
-2.764568642465794 598 
-2.580957857136915 682 
-2.397347071808035 845 
-2.213736286479156 978 
-2.030125501150276 1094 
-1.8465147158213968 1294 
-1.6629039304925177 1513 
-1.4792931451636377 1627 
-1.2956823598347587 1749 
-1.1120715745058787 1968 
-0.9284607891769996 2187 
-0.7448500038481196 2292 
-0.5612392185192405 2557 
-0.37762843319036055 2610 
-0.19401764786148146 2825 
-0.01040686253260148 2911 
0.1732039227962776 3031 
0.3568147081251567 3166 
0.5404254934540376 3313 
0.7240362787829167 3313 
0.9076470641117957 3214 
1.0912578494406748 3288 
1.274868634769554 3209 
1.4584794200984348 3281 
1.6420902054273139 3063 
1.825700990756193 3015 
2.009311776085072 2749 
2.192922561413953 2676 
2.376533346742832 2518 
2.560144132071711 2320 
2.74375491740059 2179 
2.927365702729471 1985 
3.11097648805835 1858 
3.2945872733872292 1639 
3.4781980587161083 1478 
3.661808844044989 1269 
3.8454196293738683 1105 
4.029030414702747 1001 
4.2126412000316265 872 
4.3962519853605055 741 
4.579862770689386 576 
4.7634735560182655 496 
4.947084341347145 429 
5.130695126676024 375 
5.3143059120049045 266 
5.497916697333784 258 
5.681527482662663 175 
5.865138267991542 157 
6.048749053320423 130 
6.232359838649302 91 
6.415970623978181 74 
6.59958140930706 62 
6.783192194635941 43 
6.96680297996482 36 
7.150413765293699 17 
7.334024550622578 18 
7.517635335951457 10 
7.701246121280338 11 
7.884856906609217 15 
8.068467691938096 4 
8.252078477266975 3 
8.435689262595854 3 
8.619300047924735 1 
8.802910833253616 0 
8.986521618582493 0 
9.170132403911374 2 
9.353743189240252 0 
9.537353974569132 0 
9.720964759898013 0 
9.90457554522689 0 
10.088186330555772 0 
10.271797115884649 0 
10.45540790121353 1 
